cash_request_id,amount,status,created_at,created_at_month,created_at_year,cohort,user_id,transfer_type,fees_total_amount
100,100,rejected,2019-12-11 21:58:21.714715+00:00,12,2019,2019-12,1286,regular,0
106,100,rejected,2019-12-11 23:33:18.654208+00:00,12,2019,2019-12,528,regular,0
108,100,rejected,2019-12-12 04:59:01.159806+00:00,12,2019,2019-12,792,regular,0
113,100,rejected,2019-12-12 09:41:28.111336+00:00,12,2019,2019-12,682,regular,0
1540,100,rejected,2020-05-04 04:23:57.148763+00:00,5,2020,2020-05,3377,regular,0
1135,100,rejected,2020-04-10 22:10:31.412685+00:00,4,2020,2020-04,2274,regular,0
118,100,rejected,2019-12-12 14:14:14.131479+00:00,12,2019,2019-12,47,regular,0
1395,70,rejected,2020-04-27 14:33:19.288174+00:00,4,2020,2020-04,7379,regular,0
708,100,rejected,2020-02-20 12:19:40.985706+00:00,2,2020,2020-02,2671,regular,0
875,100,rejected,2020-03-14 10:09:47.412338+00:00,3,2020,2020-03,4549,regular,0
1403,100,rejected,2020-04-28 06:08:36.947308+00:00,4,2020,2020-04,7217,regular,0
1064,100,rejected,2020-04-07 18:16:01.620359+00:00,4,2020,2020-04,865,regular,0
605,100,rejected,2020-02-04 16:39:27.882670+00:00,2,2020,2020-02,2179,regular,0
1629,100,money_back,2020-05-08 11:02:44.881355+00:00,5,2020,2020-05,9068,regular,0
134,100,rejected,2019-12-13 08:33:04.569112+00:00,12,2019,2019-12,1316,regular,0
135,100,rejected,2019-12-13 08:38:00.763510+00:00,12,2019,2019-12,1003,regular,0
23534,25,money_back,2020-10-23 15:20:26.163927+00:00,10,2020,2020-10,21465,instant,5
688,100,rejected,2020-02-16 15:45:05.264615+00:00,2,2020,2020-02,2564,regular,0
1074,100,rejected,2020-04-08 05:23:17.450113+00:00,4,2020,2020-04,5210,regular,0
141,100,rejected,2019-12-13 11:56:37.762666+00:00,12,2019,2019-12,674,regular,0
1364,100,rejected,2020-04-24 16:11:40.165586+00:00,4,2020,2020-04,952,regular,0
840,100,rejected,2020-03-10 16:47:29.075192+00:00,3,2020,2020-03,3338,regular,0
817,100,money_back,2020-03-07 18:36:59.336674+00:00,3,2020,2020-03,3162,regular,0
9323,50,rejected,2020-07-21 21:33:12.430494+00:00,7,2020,2020-07,23318,regular,0
1404,100,rejected,2020-04-28 07:10:36.933178+00:00,4,2020,2020-04,4982,regular,0
150,100,rejected,2019-12-13 20:27:38.106778+00:00,12,2019,2019-12,35,regular,0
153,100,rejected,2019-12-14 07:25:22.285083+00:00,12,2019,2019-12,1378,regular,0
18701,100,rejected,2020-10-01 11:41:07.208207+00:00,10,2020,2020-10,57285,regular,0
724,50,money_back,2020-02-22 21:32:27.647650+00:00,2,2020,2020-02,115,regular,0
16121,50,rejected,2020-09-14 23:05:32.606904+00:00,9,2020,2020-09,38075,instant,0
1506,100,rejected,2020-05-01 10:20:30.455170+00:00,5,2020,2020-05,72,regular,0
162,100,rejected,2019-12-15 07:54:24.269852+00:00,12,2019,2019-12,1083,regular,0
172,100,rejected,2019-12-15 20:35:01.347478+00:00,12,2019,2019-12,1516,regular,0
177,100,rejected,2019-12-16 07:17:06.409899+00:00,12,2019,2019-12,614,regular,0
179,100,rejected,2019-12-16 09:30:45.181176+00:00,12,2019,2019-12,1227,regular,0
1141,100,rejected,2020-04-11 13:39:57.976975+00:00,4,2020,2020-04,5620,regular,0
792,20,rejected,2020-03-04 13:40:10.630892+00:00,3,2020,2020-03,2575,regular,0
2271,100,money_back,2020-05-28 23:21:24.988386+00:00,5,2020,2020-05,10503,regular,0
649,1,rejected,2020-02-08 20:29:14.009443+00:00,2,2020,2020-02,3131,regular,0
757,100,rejected,2020-02-28 10:47:40.120424+00:00,2,2020,2020-02,994,regular,0
770,60,rejected,2020-03-01 00:14:25.915464+00:00,3,2020,2020-03,865,regular,0
2011,100,rejected,2020-05-19 04:44:06.540043+00:00,5,2020,2020-05,8556,regular,0
2199,100,money_back,2020-05-26 23:47:35.383372+00:00,5,2020,2020-05,5430,regular,0
1245,100,money_back,2020-04-16 20:11:32.037721+00:00,4,2020,2020-04,6613,regular,0
188,100,rejected,2019-12-16 13:49:59.390052+00:00,12,2019,2019-12,1601,regular,0
3892,100,rejected,2020-06-18 10:11:57.562585+00:00,6,2020,2020-06,15653,regular,0
192,100,rejected,2019-12-16 16:44:49.078027+00:00,12,2019,2019-12,1178,regular,0
193,100,rejected,2019-12-16 20:18:52.464921+00:00,12,2019,2019-12,1636,regular,0
898,100,money_back,2020-03-16 16:15:53.191521+00:00,3,2020,2020-03,4411,regular,0
644,100,rejected,2020-02-08 12:52:36.256805+00:00,2,2020,2020-02,1398,regular,0
657,100,rejected,2020-02-10 15:57:34.916879+00:00,2,2020,2020-02,939,regular,0
2203,100,money_back,2020-05-27 02:26:27.615190+00:00,5,2020,2020-05,2109,regular,5
3099,100,rejected,2020-06-12 05:57:48.277142+00:00,6,2020,2020-06,6176,regular,0
204,100,rejected,2019-12-17 10:02:16.419735+00:00,12,2019,2019-12,810,regular,0
758,90,rejected,2020-02-28 10:51:11.440880+00:00,2,2020,2020-02,35,regular,0
2152,100,money_back,2020-05-24 21:48:20.720970+00:00,5,2020,2020-05,3062,regular,0
207,100,rejected,2019-12-17 11:58:20.279040+00:00,12,2019,2019-12,1715,regular,0
210,100,rejected,2019-12-17 13:28:55.832043+00:00,12,2019,2019-12,1192,regular,0
890,100,rejected,2020-03-16 07:09:32.012491+00:00,3,2020,2020-03,4523,regular,0
212,100,rejected,2019-12-17 16:10:02.303730+00:00,12,2019,2019-12,1507,regular,0
214,100,rejected,2019-12-17 16:31:25.088441+00:00,12,2019,2019-12,1370,regular,0
217,100,rejected,2019-12-17 18:55:24.948952+00:00,12,2019,2019-12,1638,regular,0
221,100,rejected,2019-12-18 11:24:42.593430+00:00,12,2019,2019-12,907,regular,0
224,100,rejected,2019-12-18 11:30:07.112359+00:00,12,2019,2019-12,1343,regular,0
828,100,rejected,2020-03-09 10:45:28.727909+00:00,3,2020,2020-03,4474,regular,0
710,70,money_back,2020-02-20 20:50:14.883555+00:00,2,2020,2020-02,2993,regular,0
229,100,rejected,2019-12-18 14:20:08.886149+00:00,12,2019,2019-12,314,regular,0
233,100,rejected,2019-12-18 17:02:52.648811+00:00,12,2019,2019-12,518,regular,0
865,80,rejected,2020-03-12 20:02:12.550929+00:00,3,2020,2020-03,1657,regular,0
725,100,money_back,2020-02-23 09:34:36.682022+00:00,2,2020,2020-02,1416,regular,0
781,100,rejected,2020-03-03 04:22:55.714203+00:00,3,2020,2020-03,1895,regular,0
1123,100,rejected,2020-04-10 06:49:48.386116+00:00,4,2020,2020-04,6179,regular,0
910,100,rejected,2020-03-16 22:38:39.821075+00:00,3,2020,2020-03,2914,regular,0
793,100,rejected,2020-03-04 18:59:07.598200+00:00,3,2020,2020-03,2460,regular,0
907,100,rejected,2020-03-16 20:20:10.523156+00:00,3,2020,2020-03,3285,regular,0
237,100,rejected,2019-12-19 07:15:37.800199+00:00,12,2019,2019-12,1606,regular,0
238,100,rejected,2019-12-19 08:50:23.974706+00:00,12,2019,2019-12,739,regular,0
239,100,rejected,2019-12-19 09:21:31.652546+00:00,12,2019,2019-12,1844,regular,0
818,100,rejected,2020-03-07 18:37:03.621302+00:00,3,2020,2020-03,3162,regular,0
597,100,rejected,2020-02-03 23:44:39.091032+00:00,2,2020,2020-02,213,regular,0
1733,100,rejected,2020-05-13 14:43:43.758253+00:00,5,2020,2020-05,8908,regular,0
243,100,rejected,2019-12-19 10:52:20.132225+00:00,12,2019,2019-12,1843,regular,0
244,30,rejected,2019-12-19 12:05:22.811351+00:00,12,2019,2019-12,1628,regular,0
640,100,rejected,2020-02-08 08:35:17.014670+00:00,2,2020,2020-02,1630,regular,0
248,100,rejected,2019-12-19 13:05:35.774787+00:00,12,2019,2019-12,1830,regular,0
249,100,rejected,2019-12-19 13:36:12.430708+00:00,12,2019,2019-12,610,regular,0
250,100,rejected,2019-12-19 13:56:30.683916+00:00,12,2019,2019-12,1183,regular,0
617,100,rejected,2020-02-06 07:42:53.770799+00:00,2,2020,2020-02,1978,regular,0
252,100,rejected,2019-12-19 14:12:17.792633+00:00,12,2019,2019-12,1022,regular,0
255,100,rejected,2019-12-19 16:17:15.557171+00:00,12,2019,2019-12,1286,regular,0
256,100,rejected,2019-12-19 16:52:22.537880+00:00,12,2019,2019-12,1590,regular,0
2127,100,rejected,2020-05-22 15:50:19.546400+00:00,5,2020,2020-05,5496,regular,0
18459,100,rejected,2020-09-29 18:36:25.875659+00:00,9,2020,2020-09,55584,instant,0
626,100,rejected,2020-02-06 18:56:35.670662+00:00,2,2020,2020-02,2867,regular,0
711,100,rejected,2020-02-21 14:46:56.356927+00:00,2,2020,2020-02,2575,regular,0
1357,100,rejected,2020-04-24 08:33:10.335970+00:00,4,2020,2020-04,7229,regular,0
266,100,rejected,2019-12-20 09:29:21.186531+00:00,12,2019,2019-12,1520,regular,0
6098,100,active,2020-07-01 09:30:03.145410+00:00,7,2020,2020-07,23328,regular,35
270,50,rejected,2019-12-20 23:24:54.262779+00:00,12,2019,2019-12,1003,regular,0
3611,100,direct_debit_rejected,2020-06-17 11:03:32.617120+00:00,6,2020,2020-06,15415,regular,20
273,100,rejected,2019-12-21 09:04:00.345284+00:00,12,2019,2019-12,846,regular,0
730,90,rejected,2020-02-24 20:37:28.960678+00:00,2,2020,2020-02,939,regular,0
5995,100,rejected,2020-06-30 16:24:02.027363+00:00,6,2020,2020-06,1159,regular,0
277,50,rejected,2019-12-21 12:19:28.165381+00:00,12,2019,2019-12,792,regular,0
1366,100,rejected,2020-04-24 16:46:46.928107+00:00,4,2020,2020-04,5291,regular,0
583,100,rejected,2020-02-01 12:03:45.630146+00:00,2,2020,2020-02,729,regular,0
281,100,rejected,2019-12-21 18:46:12.410764+00:00,12,2019,2019-12,1647,regular,0
283,100,rejected,2019-12-22 07:56:50.230559+00:00,12,2019,2019-12,1956,regular,0
1061,100,rejected,2020-04-07 14:23:58.007910+00:00,4,2020,2020-04,5081,regular,0
744,100,rejected,2020-02-27 09:29:56.863287+00:00,2,2020,2020-02,996,regular,0
291,100,rejected,2019-12-22 21:49:54.535929+00:00,12,2019,2019-12,1845,regular,0
650,1,rejected,2020-02-09 13:55:37.296777+00:00,2,2020,2020-02,1601,regular,0
794,100,rejected,2020-03-05 09:22:59.174457+00:00,3,2020,2020-03,1547,regular,0
584,100,rejected,2020-02-01 13:21:25.868835+00:00,2,2020,2020-02,1770,regular,0
1077,100,rejected,2020-04-08 08:13:18.659616+00:00,4,2020,2020-04,3287,regular,0
1367,100,rejected,2020-04-24 16:51:48.524074+00:00,4,2020,2020-04,4934,regular,0
1611,70,rejected,2020-05-07 06:53:54.115392+00:00,5,2020,2020-05,1257,regular,0
1242,100,rejected,2020-04-16 18:19:40.349475+00:00,4,2020,2020-04,2607,regular,0
636,100,rejected,2020-02-07 17:51:50.066176+00:00,2,2020,2020-02,1805,regular,0
935,100,rejected,2020-03-18 02:27:20.028066+00:00,3,2020,2020-03,1630,regular,0
305,100,rejected,2019-12-25 01:55:52.721466+00:00,12,2019,2019-12,1805,regular,0
2068,80,money_back,2020-05-20 11:35:54.134901+00:00,5,2020,2020-05,6500,regular,0
1175,100,rejected,2020-04-14 22:26:39.323226+00:00,4,2020,2020-04,3111,regular,0
1290,100,rejected,2020-04-19 19:31:30.497652+00:00,4,2020,2020-04,7041,regular,0
2297,100,money_back,2020-05-29 11:55:37.223818+00:00,5,2020,2020-05,10497,regular,0
2284,100,money_back,2020-05-29 09:07:33.739468+00:00,5,2020,2020-05,9958,regular,0
1610,100,money_back,2020-05-07 05:56:47.015271+00:00,5,2020,2020-05,297,regular,0
319,100,rejected,2019-12-27 16:42:04.973942+00:00,12,2019,2019-12,502,regular,0
320,100,rejected,2019-12-27 17:27:59.980591+00:00,12,2019,2019-12,590,regular,0
321,100,rejected,2019-12-27 18:07:17.733964+00:00,12,2019,2019-12,1830,regular,0
324,10,rejected,2019-12-27 21:50:43.794687+00:00,12,2019,2019-12,1773,regular,0
326,90,rejected,2019-12-28 04:00:22.349592+00:00,12,2019,2019-12,35,regular,0
330,100,rejected,2019-12-28 11:25:33.011030+00:00,12,2019,2019-12,812,regular,0
1438,100,rejected,2020-04-29 09:34:12.230929+00:00,4,2020,2020-04,8058,regular,0
337,50,rejected,2019-12-29 12:50:49.494172+00:00,12,2019,2019-12,1628,regular,0
338,100,rejected,2019-12-29 14:42:11.413458+00:00,12,2019,2019-12,736,regular,0
339,100,rejected,2019-12-29 20:15:47.067519+00:00,12,2019,2019-12,1753,regular,0
1164,100,rejected,2020-04-14 13:50:02.843574+00:00,4,2020,2020-04,1257,regular,0
344,90,rejected,2019-12-30 14:03:04.341930+00:00,12,2019,2019-12,1605,regular,0
347,100,rejected,2019-12-30 21:07:51.777242+00:00,12,2019,2019-12,1638,regular,0
772,100,rejected,2020-03-01 15:08:41.916747+00:00,3,2020,2020-03,1754,regular,0
646,100,rejected,2020-02-08 16:03:20.715905+00:00,2,2020,2020-02,433,regular,0
641,1,rejected,2020-02-08 09:51:15.590834+00:00,2,2020,2020-02,2481,regular,0
829,100,rejected,2020-03-09 11:41:45.622533+00:00,3,2020,2020-03,865,regular,0
349,100,rejected,2019-12-31 08:32:51.747229+00:00,12,2019,2019-12,1715,regular,0
2254,100,money_back,2020-05-28 19:11:26.019554+00:00,5,2020,2020-05,10023,regular,0
2207,100,rejected,2020-05-27 07:32:19.273007+00:00,5,2020,2020-05,2633,regular,0
353,100,rejected,2019-12-31 20:06:29.399461+00:00,12,2019,2019-12,1666,regular,0
602,100,rejected,2020-02-04 10:58:45.974835+00:00,2,2020,2020-02,3088,regular,0
1592,90,rejected,2020-05-06 09:21:41.136365+00:00,5,2020,2020-05,6179,regular,0
360,100,rejected,2020-01-01 16:58:06.720688+00:00,1,2020,2020-01,1552,regular,0
361,100,rejected,2020-01-01 22:04:04.684999+00:00,1,2020,2020-01,1627,regular,0
365,100,rejected,2020-01-02 14:41:30.149796+00:00,1,2020,2020-01,2172,regular,0
366,100,rejected,2020-01-03 00:12:02.567052+00:00,1,2020,2020-01,1183,regular,0
369,100,rejected,2020-01-03 16:57:27.354120+00:00,1,2020,2020-01,213,regular,0
908,100,rejected,2020-03-16 22:35:59.130054+00:00,3,2020,2020-03,114,regular,0
990,100,rejected,2020-03-26 04:17:09.511236+00:00,3,2020,2020-03,682,regular,0
1401,100,rejected,2020-04-27 22:53:29.260831+00:00,4,2020,2020-04,7446,regular,0
609,100,rejected,2020-02-05 05:53:35.921633+00:00,2,2020,2020-02,2647,regular,0
1359,100,rejected,2020-04-24 10:08:03.538631+00:00,4,2020,2020-04,4685,regular,0
3517,100,rejected,2020-06-16 17:08:26.952896+00:00,6,2020,2020-06,10237,regular,0
381,100,rejected,2020-01-06 12:16:40.689677+00:00,1,2020,2020-01,812,regular,0
1199,100,money_back,2020-04-15 12:36:21.976740+00:00,4,2020,2020-04,6272,regular,0
386,100,rejected,2020-01-06 17:54:15.928057+00:00,1,2020,2020-01,1605,regular,0
387,100,rejected,2020-01-06 19:51:04.469023+00:00,1,2020,2020-01,806,regular,0
388,100,rejected,2020-01-06 20:17:44.271471+00:00,1,2020,2020-01,781,regular,0
2211,100,money_back,2020-05-27 10:23:16.961762+00:00,5,2020,2020-05,3045,regular,60
1875,100,rejected,2020-05-15 18:35:17.515509+00:00,5,2020,2020-05,2161,regular,0
397,100,rejected,2020-01-07 16:46:21.157266+00:00,1,2020,2020-01,1753,regular,0
619,100,rejected,2020-02-06 10:22:37.412979+00:00,2,2020,2020-02,2811,regular,0
402,100,rejected,2020-01-07 23:31:45.959102+00:00,1,2020,2020-01,2280,regular,0
404,100,rejected,2020-01-08 07:13:29.569419+00:00,1,2020,2020-01,1007,regular,0
405,100,rejected,2020-01-08 07:47:05.842233+00:00,1,2020,2020-01,760,regular,0
936,100,rejected,2020-03-18 08:05:49.092391+00:00,3,2020,2020-03,3377,regular,0
830,100,rejected,2020-03-09 13:31:06.855375+00:00,3,2020,2020-03,3377,regular,0
905,100,rejected,2020-03-16 17:50:21.560235+00:00,3,2020,2020-03,1774,regular,0
409,100,rejected,2020-01-08 10:14:31.638215+00:00,1,2020,2020-01,433,regular,0
5343,80,rejected,2020-06-25 15:01:52.065847+00:00,6,2020,2020-06,20160,regular,0
411,100,rejected,2020-01-08 15:20:35.235305+00:00,1,2020,2020-01,1310,regular,0
412,100,rejected,2020-01-08 17:33:29.427141+00:00,1,2020,2020-01,407,regular,0
413,100,rejected,2020-01-09 05:34:16.230158+00:00,1,2020,2020-01,2353,regular,0
672,100,rejected,2020-02-12 17:07:32.614728+00:00,2,2020,2020-02,3248,regular,0
1504,100,rejected,2020-05-01 09:49:17.251789+00:00,5,2020,2020-05,6461,regular,0
416,100,rejected,2020-01-09 16:21:24.786804+00:00,1,2020,2020-01,682,regular,0
417,100,rejected,2020-01-09 16:31:45.569015+00:00,1,2020,2020-01,1139,regular,0
418,100,rejected,2020-01-09 20:53:55.919756+00:00,1,2020,2020-01,1338,regular,0
3654,100,rejected,2020-06-17 15:14:30.087803+00:00,6,2020,2020-06,13911,regular,0
421,100,rejected,2020-01-09 22:55:13.560535+00:00,1,2020,2020-01,1043,regular,0
2043,100,rejected,2020-05-19 22:04:19.827407+00:00,5,2020,2020-05,4685,regular,0
424,100,rejected,2020-01-10 15:18:58.544903+00:00,1,2020,2020-01,1736,regular,0
1559,100,rejected,2020-05-05 05:32:14.022137+00:00,5,2020,2020-05,8592,regular,0
1369,100,rejected,2020-04-24 18:51:10.588402+00:00,4,2020,2020-04,3377,regular,0
714,100,rejected,2020-02-22 01:48:07.628146+00:00,2,2020,2020-02,2659,regular,0
1126,100,rejected,2020-04-10 11:08:06.577859+00:00,4,2020,2020-04,5699,regular,0
603,100,rejected,2020-02-04 11:34:24.789107+00:00,2,2020,2020-02,3155,regular,0
433,100,rejected,2020-01-11 16:13:51.600717+00:00,1,2020,2020-01,2373,regular,0
436,100,rejected,2020-01-11 23:37:58.646692+00:00,1,2020,2020-01,1808,regular,0
439,100,rejected,2020-01-13 18:28:36.716968+00:00,1,2020,2020-01,812,regular,0
440,100,rejected,2020-01-13 23:54:33.655394+00:00,1,2020,2020-01,213,regular,0
1435,100,rejected,2020-04-29 08:19:49.297810+00:00,4,2020,2020-04,7977,regular,0
442,100,rejected,2020-01-14 13:57:46.816568+00:00,1,2020,2020-01,894,regular,0
447,100,rejected,2020-01-15 05:00:13.331622+00:00,1,2020,2020-01,1735,regular,0
448,100,rejected,2020-01-15 07:41:22.799409+00:00,1,2020,2020-01,1638,regular,0
449,100,rejected,2020-01-15 10:25:22.928252+00:00,1,2020,2020-01,1487,regular,0
450,100,rejected,2020-01-15 13:16:36.690986+00:00,1,2020,2020-01,787,regular,0
610,100,money_back,2020-02-05 07:40:49.864150+00:00,2,2020,2020-02,2877,regular,0
460,100,rejected,2020-01-16 11:41:05.641310+00:00,1,2020,2020-01,1753,regular,0
462,100,rejected,2020-01-16 20:05:24.209162+00:00,1,2020,2020-01,1892,regular,0
1014,100,rejected,2020-03-31 10:09:09.427902+00:00,3,2020,2020-03,4833,regular,0
629,100,rejected,2020-02-07 06:15:17.519772+00:00,2,2020,2020-02,2373,regular,0
464,100,rejected,2020-01-17 00:30:29.990953+00:00,1,2020,2020-01,502,regular,0
686,100,rejected,2020-02-15 22:21:01.706927+00:00,2,2020,2020-02,2460,regular,0
2422,100,rejected,2020-06-01 16:23:36.944500+00:00,6,2020,2020-06,11557,regular,0
2022,100,rejected,2020-05-19 09:13:39.930110+00:00,5,2020,2020-05,2102,regular,0
1013,100,rejected,2020-03-30 23:46:11.810991+00:00,3,2020,2020-03,952,regular,0
470,100,rejected,2020-01-17 16:47:10.782189+00:00,1,2020,2020-01,2353,regular,0
2338,50,money_back,2020-05-30 05:47:11.087535+00:00,5,2020,2020-05,10560,regular,0
472,100,rejected,2020-01-18 14:09:45.296912+00:00,1,2020,2020-01,835,regular,0
473,100,rejected,2020-01-18 14:43:10.542240+00:00,1,2020,2020-01,682,regular,0
1127,100,rejected,2020-04-10 11:12:12.536817+00:00,4,2020,2020-04,5239,regular,0
475,100,rejected,2020-01-19 22:10:48.390129+00:00,1,2020,2020-01,2453,regular,0
3898,100,direct_debit_rejected,2020-06-18 10:43:16.007268+00:00,6,2020,2020-06,16861,regular,20
1370,100,rejected,2020-04-24 20:18:52.938758+00:00,4,2020,2020-04,6144,regular,0
478,100,rejected,2020-01-20 09:58:20.524428+00:00,1,2020,2020-01,1338,regular,0
587,100,rejected,2020-02-01 15:13:34.542823+00:00,2,2020,2020-02,3024,regular,0
2097,100,rejected,2020-05-21 11:45:58.948428+00:00,5,2020,2020-05,4982,regular,0
1411,100,rejected,2020-04-28 10:52:30.555874+00:00,4,2020,2020-04,6489,regular,0
1416,100,rejected,2020-04-28 14:08:50.606741+00:00,4,2020,2020-04,2739,regular,0
715,100,money_back,2020-02-22 05:04:33.100806+00:00,2,2020,2020-02,2398,regular,0
821,100,rejected,2020-03-08 07:28:24.536247+00:00,3,2020,2020-03,3549,regular,0
483,100,rejected,2020-01-21 12:39:22.874047+00:00,1,2020,2020-01,1770,regular,0
6343,100,rejected,2020-07-02 20:36:48.130187+00:00,7,2020,2020-07,10142,regular,0
992,100,rejected,2020-03-26 10:06:40.045634+00:00,3,2020,2020-03,3948,regular,0
481,100,rejected,2020-01-21 05:57:28.135963+00:00,1,2020,2020-01,1978,regular,0
480,100,rejected,2020-01-21 05:03:41.817322+00:00,1,2020,2020-01,1630,regular,0
479,60,rejected,2020-01-20 18:11:31.447023+00:00,1,2020,2020-01,323,regular,0
1244,100,rejected,2020-04-16 19:56:22.951935+00:00,4,2020,2020-04,5807,regular,0
762,50,rejected,2020-02-28 15:15:18.004147+00:00,2,2020,2020-02,3558,regular,0
1291,40,rejected,2020-04-19 20:16:43.929146+00:00,4,2020,2020-04,6812,regular,0
1428,100,rejected,2020-04-28 19:27:38.888555+00:00,4,2020,2020-04,7847,regular,0
6606,100,direct_debit_rejected,2020-07-04 16:46:38.513992+00:00,7,2020,2020-07,28368,regular,20
785,150,money_back,2020-03-03 12:48:18.592669+00:00,3,2020,2020-03,3587,regular,0
621,100,rejected,2020-02-06 11:41:39.903548+00:00,2,2020,2020-02,1547,regular,0
486,100,rejected,2020-01-22 08:30:00.075779+00:00,1,2020,2020-01,1206,regular,0
485,100,rejected,2020-01-22 07:02:45.078469+00:00,1,2020,2020-01,760,regular,0
2109,100,money_back,2020-05-21 20:55:25.657267+00:00,5,2020,2020-05,9412,regular,0
732,100,rejected,2020-02-25 11:01:41.732491+00:00,2,2020,2020-02,1657,regular,0
1902,100,money_back,2020-05-16 06:53:34.227520+00:00,5,2020,2020-05,4654,regular,0
763,50,rejected,2020-02-28 15:25:19.056347+00:00,2,2020,2020-02,1861,regular,0
493,100,rejected,2020-01-23 19:09:40.997692+00:00,1,2020,2020-01,2152,regular,0
1408,100,money_back,2020-04-28 10:34:40.115321+00:00,4,2020,2020-04,7391,regular,0
494,100,rejected,2020-01-23 22:13:29.137373+00:00,1,2020,2020-01,205,regular,0
488,100,rejected,2020-01-23 10:03:53.550441+00:00,1,2020,2020-01,1627,regular,0
495,100,rejected,2020-01-23 22:23:30.989518+00:00,1,2020,2020-01,2414,regular,0
604,100,rejected,2020-02-04 13:54:33.033285+00:00,2,2020,2020-02,2857,regular,0
497,100,rejected,2020-01-24 08:24:49.952296+00:00,1,2020,2020-01,2494,regular,0
1802,100,rejected,2020-05-15 05:48:58.858238+00:00,5,2020,2020-05,2197,regular,0
1466,100,rejected,2020-04-30 00:46:17.851186+00:00,4,2020,2020-04,6343,regular,0
1452,100,rejected,2020-04-29 16:56:28.823875+00:00,4,2020,2020-04,6887,regular,0
592,100,rejected,2020-02-02 23:30:56.027742+00:00,2,2020,2020-02,2659,regular,0
1441,100,rejected,2020-04-29 13:43:43.755558+00:00,4,2020,2020-04,1257,regular,0
503,100,rejected,2020-01-25 11:39:41.206576+00:00,1,2020,2020-01,213,regular,0
504,100,rejected,2020-01-25 13:12:33.056434+00:00,1,2020,2020-01,2507,regular,0
528,100,rejected,2020-01-28 16:57:32.991875+00:00,1,2020,2020-01,2767,regular,0
507,98,rejected,2020-01-27 04:55:44.841152+00:00,1,2020,2020-01,1736,regular,0
509,100,rejected,2020-01-27 13:45:40.672232+00:00,1,2020,2020-01,1338,regular,0
510,90,rejected,2020-01-27 19:50:46.387431+00:00,1,2020,2020-01,35,regular,0
514,100,rejected,2020-01-28 01:20:57.875746+00:00,1,2020,2020-01,2525,regular,0
515,80,rejected,2020-01-28 08:35:15.430721+00:00,1,2020,2020-01,1735,regular,0
519,100,rejected,2020-01-28 10:43:25.285274+00:00,1,2020,2020-01,2593,regular,0
520,100,rejected,2020-01-28 11:37:18.553052+00:00,1,2020,2020-01,2647,regular,0
522,100,rejected,2020-01-28 12:44:35.900780+00:00,1,2020,2020-01,2689,regular,0
523,100,rejected,2020-01-28 12:55:27.570604+00:00,1,2020,2020-01,2676,regular,0
527,100,rejected,2020-01-28 14:53:33.477892+00:00,1,2020,2020-01,2674,regular,0
1501,50,rejected,2020-05-01 07:06:46.721800+00:00,5,2020,2020-05,1393,regular,0
1550,100,rejected,2020-05-04 19:21:11.959356+00:00,5,2020,2020-05,3111,regular,0
1500,100,rejected,2020-05-01 06:37:40.991838+00:00,5,2020,2020-05,8634,regular,0
1893,100,money_back,2020-05-16 01:01:54.102576+00:00,5,2020,2020-05,4034,regular,0
1071,100,rejected,2020-04-07 22:44:16.715480+00:00,4,2020,2020-04,2152,regular,0
2135,100,money_back,2020-05-23 11:18:15.829401+00:00,5,2020,2020-05,9475,regular,5
