store_ID,day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c,year,month,day,sales
507,3,648,1,1,0,True,False,False,False,2015,1,7,7730.317
98,7,0,0,0,0,True,False,False,False,2013,6,2,0.0
1026,2,1044,1,0,0,True,False,False,False,2014,1,28,7485.705
990,5,719,1,0,0,True,False,False,False,2013,10,4,5679.2954
8,6,345,1,0,0,True,False,False,False,2015,1,10,3081.221
611,3,566,1,1,1,True,False,False,False,2013,7,31,6277.444
257,2,777,1,1,0,True,False,False,False,2013,8,13,7463.2705
840,4,1189,1,1,0,True,False,False,False,2015,4,16,9923.42
848,5,998,1,1,1,True,False,False,False,2015,7,31,10440.725
124,6,297,1,0,0,True,False,False,False,2014,7,12,2626.9805
1028,2,438,1,0,1,True,False,False,False,2013,12,31,3636.3289
95,2,1099,1,1,0,True,False,False,False,2013,9,24,9611.295
208,1,323,1,0,0,True,False,False,False,2013,10,28,2534.212
249,2,449,1,0,0,True,False,False,False,2014,7,8,4503.021
887,3,614,1,1,0,True,False,False,False,2013,3,20,6043.64
73,1,601,1,1,1,True,False,False,False,2014,4,28,6769.8105
13,4,501,1,1,1,True,False,False,False,2015,4,2,6708.142
1049,2,580,1,0,1,True,False,False,False,2013,9,3,5224.36
144,4,769,1,1,0,True,False,False,False,2015,2,5,8033.9014
847,3,1018,1,1,1,True,False,False,False,2013,8,14,9069.241
796,3,717,1,0,0,True,False,False,False,2013,5,8,6233.312
396,4,1139,1,0,0,True,False,False,False,2015,6,11,9041.676
1080,7,0,0,0,0,True,False,False,False,2013,9,15,0.0
675,5,338,1,0,0,True,False,False,False,2014,9,26,3410.118
1099,1,1236,1,1,0,True,False,False,False,2014,12,1,11859.474
791,1,858,1,0,0,True,False,False,False,2015,5,11,7676.3413
1014,2,1476,1,0,0,True,False,False,False,2015,3,24,12111.751
487,2,737,1,1,0,True,False,False,False,2014,11,4,7997.892
427,3,701,1,0,1,True,False,False,False,2013,2,13,6677.056
254,5,282,1,1,0,True,False,False,False,2014,11,14,3433.4985
43,5,710,1,0,0,True,False,False,False,2014,1,31,6460.9595
1074,2,421,1,0,0,True,False,False,False,2015,6,9,4259.087
549,6,380,1,0,0,True,False,False,False,2013,6,29,3968.1238
1095,2,720,1,1,0,True,False,False,False,2013,1,8,6595.574
295,1,612,1,0,1,True,False,False,False,2013,10,28,4903.9097
319,1,863,1,0,1,True,False,False,False,2013,10,14,7281.406
1002,4,642,1,0,0,True,False,False,False,2014,4,10,5012.1514
448,6,544,1,0,0,True,False,False,False,2014,12,6,5347.283
527,2,1046,1,0,1,True,False,False,False,2013,9,3,9173.31
255,5,652,1,1,0,True,False,False,False,2013,4,12,6202.8574
581,5,651,1,1,0,True,False,False,False,2014,7,4,6114.33
185,6,550,1,0,0,True,False,False,False,2013,1,5,5330.6836
244,6,538,1,0,0,True,False,False,False,2014,11,22,5105.121
1082,6,877,1,0,0,True,False,False,False,2013,1,5,8612.445
216,5,837,1,1,0,True,False,False,False,2015,3,20,6408.2856
350,4,508,1,1,0,True,False,False,False,2015,3,5,6199.717
748,1,822,1,1,0,True,False,False,False,2014,3,31,9880.273
718,1,962,1,0,0,True,False,False,False,2014,12,8,8288.574
739,5,789,1,1,0,True,False,False,False,2014,2,21,8053.7217
614,7,0,0,0,0,True,False,False,False,2014,12,21,0.0
673,2,615,1,1,0,True,False,False,False,2014,2,18,6879.3193
83,1,367,1,0,0,True,False,False,False,2013,6,10,3952.802
976,3,598,1,0,0,True,False,False,False,2013,9,18,4665.6226
637,6,518,1,0,0,True,False,False,False,2013,4,6,5481.1523
122,2,714,1,1,0,True,False,False,False,2014,1,7,7511.8374
898,1,1013,1,1,0,True,False,False,False,2014,11,24,10425.991
1080,4,710,1,0,0,True,False,False,False,2014,6,26,6369.311
291,1,1290,1,1,0,True,False,False,False,2015,3,30,13468.71
24,4,711,1,0,1,True,False,False,False,2013,1,3,7078.4126
1096,7,0,0,0,0,True,False,False,False,2013,8,18,0.0
637,5,860,1,0,0,True,False,False,False,2014,5,30,11010.597
1002,2,850,1,1,0,True,False,False,False,2015,6,2,7991.988
666,1,497,1,0,0,True,False,False,False,2014,3,10,3936.929
1089,7,0,0,0,0,True,False,False,False,2013,11,24,0.0
334,6,515,1,0,0,True,False,False,False,2013,8,31,4590.631
300,6,951,1,0,1,True,False,False,False,2014,8,30,8424.374
207,1,1166,1,0,0,True,False,False,False,2014,9,22,8196.804
683,3,854,1,0,0,True,False,False,False,2015,5,27,7330.3335
1094,2,394,1,1,0,True,False,False,False,2013,5,14,4904.56
700,4,576,1,0,0,True,False,False,False,2015,7,9,5125.4995
959,2,744,1,0,0,True,False,False,False,2014,8,26,5636.9873
766,7,0,0,0,0,True,False,False,False,2014,6,22,0.0
1011,6,977,1,0,0,True,False,False,False,2013,6,8,8199.172
570,5,676,1,0,0,True,False,False,False,2013,12,13,5292.595
685,2,689,1,1,0,True,False,False,False,2013,9,10,7436.1255
158,3,681,1,1,1,True,False,False,False,2014,4,16,8325.542
66,5,522,1,0,1,True,False,False,False,2015,5,29,5814.099
76,2,1080,1,1,0,True,False,False,False,2013,7,30,11157.606
572,3,458,1,0,0,True,False,False,False,2013,10,16,4909.2974
184,6,510,1,0,0,True,False,False,False,2014,10,11,5027.222
1034,5,775,1,1,0,True,False,False,False,2013,12,6,7834.5376
559,7,0,0,0,0,True,False,False,False,2013,8,11,0.0
862,2,1561,1,0,1,True,False,False,False,2014,12,23,13878.196
171,2,962,1,1,0,True,False,False,False,2014,11,11,9108.148
33,7,0,0,0,0,True,False,False,False,2014,12,7,0.0
936,4,963,1,1,0,True,False,False,False,2014,11,27,8447.649
948,2,1682,1,1,0,True,False,False,False,2014,2,18,8409.139
371,6,551,1,0,0,True,False,False,False,2013,5,4,5718.0
242,1,378,1,1,0,True,False,False,False,2014,5,5,5017.93
133,5,622,1,0,0,True,False,False,False,2014,1,17,5648.6714
1031,1,681,1,1,0,True,False,False,False,2014,12,15,8109.2974
850,4,710,1,1,0,True,False,False,False,2013,2,7,6646.491
860,5,833,1,1,0,True,False,False,False,2015,6,5,7981.3955
836,6,301,1,0,0,True,False,False,False,2013,7,6,2353.4075
965,6,908,1,0,0,True,False,False,False,2013,11,30,8927.5
1096,1,763,1,1,0,True,False,False,False,2015,1,26,8112.8022
504,3,836,1,1,1,True,False,False,False,2014,9,3,7360.642
230,1,1327,1,0,1,True,False,False,False,2013,12,30,12059.976
826,1,1170,1,1,0,True,False,False,False,2013,12,2,13099.684
975,2,767,1,1,1,True,False,False,False,2013,7,30,7787.9604
602,2,547,1,0,1,True,False,False,False,2014,10,28,5605.459
953,5,553,1,1,0,True,False,False,False,2014,9,19,5757.525
187,6,491,1,0,0,True,False,False,False,2013,11,2,5223.7974
792,5,599,1,0,0,True,False,False,False,2013,10,18,5179.0723
1035,4,744,1,1,0,True,False,False,False,2014,11,27,7533.768
523,3,1515,1,1,1,True,False,False,False,2015,7,29,13300.9
723,4,461,1,0,1,True,False,False,False,2013,4,4,4669.225
1025,7,0,0,0,0,True,False,False,False,2013,5,26,0.0
18,7,0,0,0,0,True,False,False,False,2015,1,4,0.0
997,3,378,1,1,1,True,False,False,False,2014,9,3,4630.903
400,6,805,1,0,0,True,False,False,False,2013,10,5,6439.2715
1047,2,491,1,0,0,True,False,False,False,2013,7,9,5009.6777
819,1,472,1,0,0,True,False,False,False,2013,9,2,4565.301
668,1,1562,1,1,0,True,False,False,False,2014,6,2,13051.52
585,4,666,1,0,0,True,False,False,False,2015,1,22,5644.693
99,1,404,1,0,0,True,False,False,False,2014,3,10,3865.1711
965,6,847,1,0,0,True,False,False,False,2014,11,22,7410.5
590,4,376,1,1,0,True,False,False,False,2013,2,21,4049.0078
709,2,1682,1,1,0,True,False,False,False,2015,6,2,14429.601
58,7,0,0,0,0,True,False,False,False,2013,10,20,0.0
409,7,0,0,0,0,True,False,False,False,2014,2,9,0.0
850,6,826,1,0,0,True,False,False,False,2015,4,4,7840.0996
1058,3,737,1,1,0,True,False,False,False,2013,3,6,7020.5483
1067,7,0,0,0,0,True,False,False,False,2014,4,13,0.0
777,1,0,0,0,1,False,False,True,False,2014,4,21,0.0
155,3,632,1,1,0,True,False,False,False,2014,5,21,7317.0312
598,1,871,1,1,0,True,False,False,False,2015,6,29,10392.844
493,2,902,1,1,0,True,False,False,False,2014,7,1,8727.846
628,7,0,0,0,1,True,False,False,False,2014,8,3,0.0
524,1,1193,1,0,1,True,False,False,False,2013,12,30,11388.661
966,4,585,1,0,1,True,False,False,False,2013,4,4,4613.1216
1022,5,791,1,0,1,True,False,False,False,2013,12,27,7249.139
380,3,1720,1,1,0,True,False,False,False,2014,3,5,16361.57
132,3,579,1,1,0,True,False,False,False,2015,1,14,6031.474
400,5,999,1,0,0,True,False,False,False,2015,6,26,8377.906
988,4,790,1,1,0,True,False,False,False,2013,8,29,6384.215
906,2,1476,1,1,0,True,False,False,False,2013,3,19,13461.663
1028,2,689,1,1,0,True,False,False,False,2013,11,5,6653.475
1100,6,484,1,0,0,True,False,False,False,2013,3,23,3641.3984
759,1,607,1,0,0,True,False,False,False,2013,1,14,4856.9478
223,1,716,1,0,0,True,False,False,False,2014,10,27,5523.3555
936,7,0,0,0,0,True,False,False,False,2015,3,15,0.0
780,6,341,1,0,0,True,False,False,False,2015,7,11,3147.7114
259,5,2677,1,1,0,True,False,False,False,2014,11,28,18892.414
131,6,582,1,0,0,True,False,False,False,2013,11,9,5626.6714
251,3,2241,1,1,0,True,False,False,False,2015,1,28,18694.5
1079,6,517,1,0,0,True,False,False,False,2015,1,17,5273.313
1003,3,1029,1,1,0,True,False,False,False,2014,3,5,8293.864
980,4,450,1,0,0,True,False,False,False,2013,9,5,4988.9087
654,2,766,1,1,0,True,False,False,False,2015,1,27,7685.3735
966,4,517,1,0,1,True,False,False,False,2013,7,25,4229.228
1020,1,929,1,0,0,True,False,False,False,2014,9,22,6964.505
969,3,610,1,1,0,True,False,False,False,2014,3,19,5241.1787
1038,2,490,1,0,1,True,False,False,False,2015,4,7,4967.4365
516,3,453,1,0,1,True,False,False,False,2014,7,9,4451.9766
733,1,3171,1,0,0,True,False,False,False,2013,1,14,13843.3545
595,6,1881,1,0,0,True,False,False,False,2014,5,31,15065.32
260,3,962,1,1,1,True,False,False,False,2014,7,16,9334.431
768,6,1251,1,0,0,True,False,False,False,2013,2,2,11047.639
940,1,627,1,0,0,True,False,False,False,2013,1,14,5684.0913
364,4,563,1,0,0,True,False,False,False,2013,6,27,4695.7705
506,3,763,1,0,1,True,False,False,False,2015,7,22,6829.9224
671,3,507,1,1,1,True,False,False,False,2013,5,29,5832.7754
300,6,862,1,0,0,True,False,False,False,2015,1,24,7381.7983
84,2,1563,1,1,0,True,False,False,False,2014,6,17,15479.366
219,4,455,1,1,0,True,False,False,False,2015,5,7,3842.4094
934,5,764,1,1,0,True,False,False,False,2013,3,22,7108.395
125,3,1906,1,1,1,True,False,False,False,2015,4,1,16361.667
176,3,757,1,1,0,True,False,False,False,2013,12,4,7995.432
223,2,675,1,0,0,True,False,False,False,2013,11,26,5487.255
326,1,429,1,1,0,True,False,False,False,2014,7,14,5236.658
339,2,745,1,1,0,True,False,False,False,2013,8,27,7454.803
872,3,659,1,0,1,True,False,False,False,2015,4,8,6154.2217
579,7,0,0,0,0,True,False,False,False,2014,11,23,0.0
974,5,1599,1,0,0,True,False,False,False,2014,2,28,10923.314
979,7,0,0,0,0,True,False,False,False,2015,4,12,0.0
880,3,806,1,1,0,True,False,False,False,2014,6,4,7492.228
910,7,0,0,0,0,True,False,False,False,2013,3,31,0.0
1084,6,614,1,0,0,True,False,False,False,2015,7,4,5896.9653
92,5,453,1,0,0,True,False,False,False,2015,6,12,4657.6284
14,6,402,1,0,0,True,False,False,False,2015,6,20,3581.958
587,1,960,1,0,1,True,False,False,False,2013,12,30,7927.5796
230,4,856,1,1,0,True,False,False,False,2013,10,24,7631.4263
689,6,589,1,0,0,True,False,False,False,2014,3,15,5816.683
599,1,1096,1,1,0,True,False,False,False,2013,5,13,11109.672
596,7,0,0,0,0,True,False,False,False,2013,12,22,0.0
576,1,749,1,0,0,True,False,False,False,2013,3,11,5773.4785
141,4,493,1,0,0,True,False,False,False,2014,6,26,4524.2886
751,1,0,0,0,1,False,False,True,False,2014,4,21,0.0
877,5,925,1,0,0,True,False,False,False,2013,3,1,7850.2134
375,2,948,1,1,0,True,False,False,False,2013,4,23,8162.97
230,1,988,1,0,0,True,False,False,False,2014,12,8,8616.534
545,3,1087,1,1,0,True,False,False,False,2014,1,22,11069.036
1022,1,1093,1,1,0,True,False,False,False,2013,3,4,11263.138
597,3,756,1,1,1,True,False,False,False,2014,8,20,6896.1343
559,7,0,0,0,0,True,False,False,False,2014,6,8,0.0
1024,6,825,1,0,0,True,False,False,False,2015,7,18,6835.783
36,2,1205,1,1,0,True,False,False,False,2015,3,17,10686.374
702,2,351,1,1,1,True,False,False,False,2013,5,28,3883.31
623,7,0,0,0,0,True,False,False,False,2013,2,10,0.0
105,4,483,1,0,0,True,False,False,False,2013,10,17,4418.9346
902,2,648,1,1,0,True,False,False,False,2013,11,19,6849.258
11,6,786,1,0,0,True,False,False,False,2015,4,11,6500.614
1039,5,629,1,0,0,True,False,False,False,2013,6,28,5882.2817
102,1,1174,1,1,0,True,False,False,False,2015,2,16,10750.045
543,5,175,1,0,1,True,False,False,False,2013,10,18,1741.2755
827,4,1910,1,0,1,True,False,False,False,2014,1,2,14135.765
110,3,647,1,1,0,True,False,False,False,2014,10,8,6339.3994
945,1,698,1,1,1,True,False,False,False,2015,1,5,7526.867
582,3,749,1,0,0,True,False,False,False,2014,3,12,5416.6475
554,4,428,1,0,0,True,False,False,False,2014,1,16,3770.6453
486,2,384,1,0,1,True,False,False,False,2014,7,8,3706.237
637,6,520,1,0,0,True,False,False,False,2014,2,15,5687.7476
806,5,578,1,0,0,True,False,False,False,2014,1,31,6651.2344
887,6,462,1,0,0,True,False,False,False,2014,6,21,4561.9243
374,6,668,1,0,0,True,False,False,False,2015,4,4,7178.904
1025,5,804,1,0,1,True,False,False,False,2013,1,4,6197.0474
638,2,431,1,0,1,True,False,False,False,2013,8,6,4534.6245
123,6,490,1,0,0,True,False,False,False,2015,5,9,4906.2075
905,4,1108,1,1,0,True,False,False,False,2015,2,19,8181.5024
536,5,989,1,0,1,True,False,False,False,2013,4,5,8432.714
763,7,0,0,0,0,True,False,False,False,2015,2,1,0.0
191,6,694,1,0,0,True,False,False,False,2013,8,10,6509.409
957,4,948,1,1,0,True,False,False,False,2014,2,20,7689.561
268,4,618,1,1,0,True,False,False,False,2015,6,4,6275.9062
654,6,266,1,0,0,True,False,False,False,2013,9,7,2401.6904
612,6,388,1,0,0,True,False,False,False,2013,9,7,4232.071
747,3,567,1,0,1,True,False,False,False,2014,8,27,5264.383
656,6,380,1,0,0,True,False,False,False,2013,5,18,3351.663
368,5,592,1,0,1,True,False,False,False,2013,4,5,5956.299
959,3,552,1,0,0,True,False,False,False,2013,9,18,4319.106
329,2,708,1,1,0,True,False,False,False,2015,2,3,7272.2515
97,3,535,1,0,1,True,False,False,False,2015,7,22,4993.8
314,2,661,1,1,1,True,False,False,False,2013,8,13,6957.858
463,7,0,0,0,0,True,False,False,False,2015,1,11,0.0
258,1,0,0,0,0,False,True,False,False,2013,5,20,0.0
283,3,621,1,0,0,True,False,False,False,2013,11,13,5404.455
556,1,754,1,0,0,True,False,False,False,2013,4,15,4831.0347
388,5,1211,1,1,0,True,False,False,False,2014,1,24,10710.03
67,3,837,1,1,1,True,False,False,False,2014,9,3,8049.7383
725,5,677,1,1,0,True,False,False,False,2015,1,16,6984.6245
219,4,416,1,1,0,True,False,False,False,2013,6,6,3136.7385
1077,2,479,1,0,0,True,False,False,False,2015,2,10,4436.9395
322,4,589,1,0,0,True,False,False,False,2013,5,23,5166.878
814,3,581,1,1,1,True,False,False,False,2013,2,20,5530.739
134,7,0,0,0,0,True,False,False,False,2013,6,30,0.0
54,4,657,1,0,0,True,False,False,False,2013,7,11,6003.73
662,5,854,1,1,0,True,False,False,False,2013,4,26,7771.9565
126,7,0,0,0,0,True,False,False,False,2015,4,19,0.0
1001,6,471,1,0,0,True,False,False,False,2013,11,30,4766.6704
657,4,598,1,0,0,True,False,False,False,2014,2,13,5170.045
590,4,319,1,0,0,True,False,False,False,2013,3,14,3047.8225
193,3,0,0,0,1,False,False,False,True,2013,12,25,0.0
168,6,465,1,0,0,True,False,False,False,2013,9,21,4296.2656
16,1,839,1,0,0,True,False,False,False,2013,7,22,6349.373
244,1,738,1,1,0,True,False,False,False,2013,2,4,7928.9097
545,7,0,0,0,0,True,False,False,False,2015,2,8,0.0
1032,6,492,1,0,0,True,False,False,False,2013,1,19,4650.288
290,5,987,1,1,0,True,False,False,False,2013,5,31,9988.239
548,4,335,1,1,0,True,False,False,False,2013,1,24,4074.7793
733,1,3508,1,1,1,True,False,False,False,2014,8,4,16568.332
654,4,716,1,1,0,True,False,False,False,2013,6,6,6864.317
272,6,377,1,0,0,True,False,False,False,2013,5,4,3160.9744
1017,3,1176,1,1,0,True,False,False,False,2013,3,20,9529.48
708,2,462,1,1,0,True,False,False,False,2014,5,20,5314.8105
819,4,454,1,1,0,True,False,False,False,2015,1,8,5345.4126
99,3,372,1,0,0,True,False,False,False,2013,6,26,3755.2937
982,2,710,1,0,0,True,False,False,False,2013,12,10,7430.411
683,5,0,0,1,1,False,False,True,False,2015,4,3,0.0
194,3,373,1,0,0,True,False,False,False,2013,10,16,3769.7769
853,2,1201,1,1,0,True,False,False,False,2015,6,30,13554.449
53,1,650,1,1,1,True,False,False,False,2014,4,28,7719.2534
281,4,508,1,1,0,True,False,False,False,2013,2,7,5313.2554
101,2,879,1,1,0,True,False,False,False,2014,9,2,7827.298
440,5,769,1,1,1,True,False,False,False,2015,6,5,7999.955
994,2,435,1,1,0,True,False,False,False,2014,3,18,4992.291
168,2,930,1,1,1,True,False,False,False,2013,7,30,9735.437
48,7,0,0,0,0,True,False,False,False,2013,10,27,0.0
652,6,501,1,0,0,True,False,False,False,2014,2,15,4807.524
934,6,474,1,0,0,True,False,False,False,2014,1,11,4457.2314
223,6,589,1,0,0,True,False,False,False,2014,3,29,5462.1714
378,5,0,0,0,1,False,False,False,True,2014,12,26,0.0
865,3,624,1,1,0,True,False,False,False,2013,7,17,6650.657
466,5,861,1,0,0,True,False,False,False,2014,1,31,8013.53
789,5,546,1,0,0,True,False,False,False,2014,2,14,4700.791
61,7,0,0,0,0,True,False,False,False,2015,6,7,0.0
765,4,1068,1,1,0,True,False,False,False,2013,12,19,11716.241
673,1,500,1,0,0,True,False,False,False,2015,2,23,4720.0815
258,3,444,1,0,0,True,False,False,False,2014,6,25,4390.6807
740,3,499,1,1,0,True,False,False,False,2014,10,8,6473.008
1080,1,764,1,0,0,True,False,False,False,2013,9,16,6853.2954
918,5,661,1,1,0,True,False,False,False,2014,6,20,6199.287
857,6,1004,1,0,0,True,False,False,False,2013,6,22,7430.407
837,1,482,1,1,0,True,False,False,False,2013,7,1,4718.12
516,7,0,0,0,0,True,False,False,False,2015,3,1,0.0
446,2,505,1,0,0,True,False,False,False,2014,5,27,4431.3594
835,4,0,0,1,0,False,True,False,False,2013,5,30,0.0
140,7,0,0,0,0,True,False,False,False,2013,2,3,0.0
207,3,1584,1,1,0,True,False,False,False,2013,8,14,13667.606
961,4,668,1,1,0,True,False,False,False,2015,1,29,6457.729
772,2,507,1,1,0,True,False,False,False,2014,3,18,5452.051
1089,2,1050,1,1,0,True,False,False,False,2014,9,2,10959.939
521,3,421,1,1,0,True,False,False,False,2014,3,5,5101.6377
823,5,600,1,0,0,True,False,False,False,2014,1,17,5693.7925
436,6,426,1,0,0,True,False,False,False,2013,9,14,3815.9448
483,7,0,0,0,0,True,False,False,False,2014,3,9,0.0
215,2,333,1,0,0,True,False,False,False,2014,3,25,3460.1243
109,5,802,1,0,0,True,False,False,False,2015,5,29,8391.252
858,1,590,1,1,0,True,False,False,False,2013,12,16,6855.4116
425,4,501,1,1,0,True,False,False,False,2015,3,5,4421.289
357,5,905,1,0,1,True,False,False,False,2015,7,24,7947.618
255,1,575,1,1,0,True,False,False,False,2015,2,2,6623.4478
798,6,343,1,0,0,True,False,False,False,2015,2,7,3113.6384
366,6,304,1,0,0,True,False,False,False,2013,3,23,2670.0103
534,2,510,1,0,1,True,False,False,False,2015,4,7,5498.7324
179,5,1176,1,1,0,True,False,False,False,2014,6,20,10251.243
258,2,464,1,0,1,True,False,False,False,2013,9,3,4528.6323
693,5,384,1,0,1,True,False,False,False,2014,8,29,4056.4897
999,4,685,1,1,1,True,False,False,False,2013,10,24,6815.6777
834,6,492,1,0,0,True,False,False,False,2014,4,19,4790.9087
512,4,1410,1,0,1,True,False,False,False,2013,10,31,8334.099
818,2,662,1,1,0,True,False,False,False,2013,4,23,6212.652
534,6,606,1,0,0,True,False,False,False,2013,10,12,6361.8877
1084,2,1099,1,1,0,True,False,False,False,2013,12,17,12466.763
34,2,861,1,0,0,True,False,False,False,2015,3,10,7526.2314
101,4,686,1,0,0,True,False,False,False,2014,3,27,5701.5503
187,1,885,1,1,0,True,False,False,False,2015,3,2,9910.254
20,1,1041,1,1,0,True,False,False,False,2013,9,23,10039.235
828,7,0,0,0,0,True,False,False,False,2014,10,26,0.0
434,1,823,1,1,1,True,False,False,False,2013,8,12,9087.059
738,1,864,1,1,0,True,False,False,False,2015,5,4,9682.936
351,5,569,1,1,0,True,False,False,False,2014,3,7,6533.476
1020,4,905,1,0,0,True,False,False,False,2014,1,30,7561.234
86,7,0,0,0,0,True,False,False,False,2013,8,11,0.0
266,3,573,1,1,0,True,False,False,False,2015,6,17,6013.8774
608,5,1024,1,1,0,True,False,False,False,2014,6,20,9630.096
708,5,493,1,1,1,True,False,False,False,2014,2,21,5146.7944
734,3,605,1,1,0,True,False,False,False,2014,2,5,6569.551
776,7,0,0,0,0,True,False,False,False,2015,6,7,0.0
1060,2,853,1,1,0,True,False,False,False,2013,4,9,8107.1836
182,2,507,1,1,0,True,False,False,False,2014,4,29,6204.117
542,3,431,1,0,0,True,False,False,False,2013,1,16,4337.778
602,1,610,1,0,0,True,False,False,False,2013,5,6,6026.265
101,4,777,1,1,0,True,False,False,False,2013,11,7,7350.7017
784,7,0,0,0,0,True,False,False,False,2013,6,30,0.0
679,7,0,0,0,0,True,False,False,False,2013,11,17,0.0
535,4,793,1,0,1,True,False,False,False,2014,8,14,7171.29
844,4,516,1,1,0,True,False,False,False,2014,2,6,4802.23
595,7,0,0,0,0,True,False,False,False,2015,5,24,0.0
